1983302,17,30,157,148,66,t1,0.19,-7.68,2.04,1.33,-81.14,110.41,-5.47,-8.24,-0.64,-0.63,0.53,-0.38,0.43,1,28.83,26.36,0.0746356
1983321,14,18,161,137,101,t1,-0.21,-8.15,1.05,1.29,-81.49,110.54,-16.95,-6.77,-0.78,-0.63,0.53,-0.38,0.43,1,28.83,26.36,0.0746356
1983345,26,22,77,156,110,t1,0.16,-7.58,0.09,1.23,-81.79,110.68,-11.28,-7.33,-0.99,-0.63,0.53,-0.38,0.42,1,28.83,26.36,0.0746356
1983364,32,18,78,138,124,t1,0.16,-7.89,0.15,1.18,-81.85,110.83,0.27,-7.89,0.20,-0.63,0.53,-0.38,0.42,1,28.83,26.36,0.0746356
1983387,26,31,77,137,96,t1,-0.22,-7.76,0.75,1.21,-81.67,111.00,10.00,-8.31,2.09,-0.63,0.53,-0.38,0.42,1,28.83,26.36,0.0746356
1983406,26,30,108,139,110,t1,-0.40,-8.67,1.33,1.26,-81.35,111.19,15.95,-9.08,3.21,-0.63,0.53,-0.38,0.42,1,28.83,26.36,0.0746356
1983429,20,31,60,135,124,t1,-0.41,-8.28,1.96,1.30,-81.02,111.38,13.99,-8.87,2.93,-0.63,0.53,-0.37,0.42,1,28.83,26.36,0.0746356
1983449,16,19,98,154,111,t1,-0.09,-8.23,2.88,1.30,-80.67,111.56,11.96,-8.80,1.74,-0.63,0.53,-0.37,0.42,1,28.83,26.36,0.0746356
1983472,17,30,119,154,111,t1,-0.59,-7.71,2.49,1.32,-80.58,111.87,-9.60,-6.91,0.48,-0.64,0.53,-0.37,0.42,1,28.83,26.36,0.0746356
1983498,16,20,156,133,110,t1,-0.28,-7.84,1.92,1.29,-80.85,112.01,-15.83,-6.91,-0.78,-0.64,0.53,-0.37,0.42,1,28.83,26.36,0.0746356
1983521,18,28,63,137,110,t1,-0.37,-8.03,1.14,1.27,-81.15,112.15,-14.50,-7.26,-0.78,-0.63,0.53,-0.37,0.42,1,28.83,26.36,0.0746356
1983541,37,28,77,160,126,t1,-0.14,-7.02,0.64,1.22,-81.38,112.30,-9.95,-7.68,-0.92,-0.63,0.54,-0.37,0.42,1,28.83,26.36,0.0746356
1983563,27,27,79,148,110,t1,-0.13,-6.34,0.73,1.16,-81.42,112.47,-1.13,-8.87,-1.83,-0.63,0.54,-0.37,0.42,1,28.83,26.36,0.0746356
1983583,27,31,88,138,110,t1,0.38,-6.71,0.83,1.04,-81.50,112.63,-3.23,-8.66,-2.39,-0.63,0.54,-0.37,0.42,1,28.83,26.36,0.0746356
1983606,28,30,67,116,110,t1,0.36,-7.91,0.55,0.96,-81.72,112.76,-9.25,-6.91,-1.20,-0.63,0.54,-0.37,0.41,1,28.83,26.36,0.0746356
1983625,22,17,68,138,110,t1,-0.17,-8.60,0.10,0.94,-81.80,112.91,-0.01,-7.61,-0.08,-0.63,0.54,-0.37,0.41,1,28.83,26.36,0.0746356
1983648,18,17,113,149,119,t1,-0.24,-7.76,2.23,0.92,-81.00,113.31,21.90,-10.55,0.76,-0.64,0.54,-0.36,0.41,1,28.85,26.44,0.0746431
