1186540,4230.1245,N,7153.1143,W,-2,0
1187621,4230.1245,N,7153.1143,W,-2,0
1188695,4230.1245,N,7153.1143,W,-2,0
1189770,4230.1245,N,7153.1143,W,-2,0
1190644,4230.1245,N,7153.1143,W,-2,0
1191519,4230.1245,N,7153.1143,W,-2,0
1192393,4230.1245,N,7153.1143,W,-2,0
1193268,4230.1245,N,7153.1143,W,-2,0
1194143,4230.1245,N,7153.1143,W,-2,0
1195018,4230.1245,N,7153.1143,W,-2,0
1195893,4230.1245,N,7153.1143,W,-2,0
1196767,4230.1245,N,7153.1143,W,-2,0
1197642,4230.1245,N,7153.1143,W,-2,0
1198516,4230.1245,N,7153.1143,W,-2,0
1199394,4230.1245,N,7153.1143,W,-2,0
1200269,4230.1245,N,7153.1143,W,-2,0
1201144,4230.1245,N,7153.1143,W,-2,0
1202019,4230.1245,N,7153.1143,W,-2,0
1202893,4230.1245,N,7153.1143,W,-2,0
1203768,4230.1245,N,7153.1143,W,-2,0
1204643,4230.1245,N,7153.1143,W,-2,0
1205517,4230.1245,N,7153.1143,W,-2,0
1206392,4230.1245,N,7153.1143,W,-2,0
1207268,4230.1245,N,7153.1143,W,-2,0
1208143,4230.1245,N,7153.1143,W,-2,0
1209018,4230.1245,N,7153.1143,W,-2,0
1209892,4230.1245,N,7153.1143,W,-2,0
1210770,4230.1245,N,7153.1143,W,-2,0
1211644,4230.1245,N,7153.1143,W,-2,0
1212519,4230.1245,N,7153.1143,W,-2,0
1213394,4230.1245,N,7153.1143,W,-2,0
1214269,4230.1245,N,7153.1143,W,-2,0
1215144,4230.1245,N,7153.1143,W,-2,0
1216019,4230.1245,N,7153.1143,W,-2,0
1216893,4230.1245,N,7153.1143,W,-2,0
1217768,4230.1245,N,7153.1143,W,-2,0
1218642,4230.1245,N,7153.1143,W,-2,0
1219516,4230.1245,N,7153.1143,W,-2,0
1220391,4230.1245,N,7153.1143,W,-2,0
1221266,4230.1245,N,7153.1143,W,-2,0
1222141,4230.1245,N,7153.1143,W,-2,0
1223019,4230.1245,N,7153.1143,W,-2,0
1223893,4230.1245,N,7153.1143,W,-2,0
1224767,4230.1245,N,7153.1143,W,-2,0
1225642,4230.1245,N,7153.1143,W,-2,0
1226516,4230.1245,N,7153.1143,W,-2,0
1227391,4230.1245,N,7153.1143,W,-2,0
1228266,4230.1245,N,7153.1143,W,-2,0
1229141,4230.1245,N,7153.1143,W,-2,0
1230015,4230.1245,N,7153.1143,W,-2,0
1230890,4230.1245,N,7153.1143,W,-2,0
1231764,4230.1245,N,7153.1143,W,-2,0
1232639,4230.1245,N,7153.1143,W,-2,0
1233514,4230.1245,N,7153.1143,W,-2,0
1234391,4230.1245,N,7153.1143,W,-2,0
1235266,4230.1245,N,7153.1143,W,-2,0
1236141,4230.1245,N,7153.1143,W,-2,0
1237016,4230.1245,N,7153.1143,W,-2,0
1237890,4230.1245,N,7153.1143,W,-2,0
1238765,4230.1245,N,7153.1143,W,-2,0
1239639,4230.1245,N,7153.1143,W,-2,0
1240513,4230.1245,N,7153.1143,W,-2,0
1241388,4230.1245,N,7153.1143,W,-2,0
1242263,4230.1245,N,7153.1143,W,-2,0
1243138,4230.1245,N,7153.1143,W,-2,0
1244013,4230.1245,N,7153.1143,W,-2,0
1244887,4230.1245,N,7153.1143,W,-2,0
1245761,4230.1245,N,7153.1143,W,-2,0
1246639,4230.1245,N,7153.1143,W,-2,0
1247513,4230.1245,N,7153.1143,W,-2,0
1248388,4230.1245,N,7153.1143,W,-2,0
1249263,4230.1245,N,7153.1143,W,-2,0
1250138,4230.1245,N,7153.1143,W,-2,0
1251012,4230.1245,N,7153.1143,W,-2,0
1251887,4230.1245,N,7153.1143,W,-2,0
1252761,4230.1245,N,7153.1143,W,-2,0
1253636,4230.1245,N,7153.1143,W,-2,0
1254510,4230.1245,N,7153.1143,W,-2,0
1255385,4230.1245,N,7153.1143,W,-2,0
1256260,4230.1245,N,7153.1143,W,-2,0
1257135,4230.1245,N,7153.1143,W,-2,0
1258013,4230.1245,N,7153.1143,W,-2,0
1258888,4230.1245,N,7153.1143,W,-2,0
1259762,4230.1245,N,7153.1143,W,-2,0
1260637,4230.1245,N,7153.1143,W,-2,0
1261511,4230.1245,N,7153.1143,W,-2,0
1262386,4230.1245,N,7153.1143,W,-2,0
1263261,4230.1245,N,7153.1143,W,-2,0
1264136,4230.1245,N,7153.1143,W,-2,0
1265011,4230.1245,N,7153.1143,W,-2,0
1265885,4230.1245,N,7153.1143,W,-2,0
