time,p1,p2,p3,p4,p5,termite,ax,ay,az,rx,ry,rz,roll,pitch,yaw,q1,q2,q3,q4,calibration,temperature,humidity,pressure,flag_rm,lat,lacoord,lon,locoord,capacitive,o_lat,o_lon,used_lat,used_lon,altitude,flag_lm
0.0,39.0,35.0,17.0,19.0,0.0,nan,1.53,-7.69,-0.96,-12.1,-96.44,93.78,2.93,-0.86,-1.61,0.43,-0.59,0.46,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,7153.1143,1.0,1.0,0.0
26.0,24.0,35.0,35.0,23.0,0.0,nan,1.53,-7.69,-0.96,-12.1,-96.44,93.78,0.0,0.0,0.0,0.43,-0.59,0.46,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
43.0,31.0,40.0,26.0,19.0,0.0,nan,1.47,-7.3,-0.95,-12.13,-96.37,93.8,1.11,-0.02,-1.26,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
68.0,38.0,23.0,32.0,28.0,0.0,nan,1.5,-7.53,-0.96,-12.16,-96.36,93.8,1.04,0.26,-1.68,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
91.0,28.0,50.0,28.0,19.0,1.0,nan,1.53,-7.57,-0.99,-12.18,-96.3,93.79,3.28,0.61,-1.4,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
110.0,29.0,29.0,33.0,24.0,1.0,nan,1.68,-7.78,-0.99,-12.2,-96.21,93.78,4.96,0.82,-0.84,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
133.0,18.0,38.0,32.0,32.0,1.0,nan,1.63,-7.63,-1.04,-12.19,-96.1,93.76,5.94,1.1,0.14,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
152.0,28.0,34.0,26.0,26.0,0.0,nan,1.53,-7.59,-1.06,-12.18,-96.0,93.74,5.8,1.17,0.14,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
175.0,25.0,45.0,19.0,8.0,0.0,nan,1.53,-7.78,-1.1,-12.18,-95.94,93.72,3.77,1.31,-0.21,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
195.0,26.0,30.0,28.0,24.0,0.0,nan,1.55,-7.8,-1.02,-12.19,-95.91,93.69,2.16,1.38,-0.63,0.43,-0.59,0.45,-0.51,1.0,6.64,93.41,0.0955795,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
217.0,27.0,39.0,30.0,18.0,0.0,nan,1.72,-7.86,-1.02,-12.19,-95.84,93.64,2.37,1.52,0.35,0.43,-0.59,0.45,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
249.0,34.0,35.0,30.0,15.0,0.0,nan,1.72,-7.58,-1.05,-12.16,-95.81,93.61,2.09,1.59,1.75,0.43,-0.59,0.45,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
268.0,20.0,24.0,36.0,11.0,0.0,nan,1.63,-7.47,-1.0,-12.12,-95.79,93.58,1.46,1.59,2.38,0.43,-0.59,0.45,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
291.0,21.0,36.0,30.0,16.0,0.0,nan,1.53,-7.48,-0.99,-12.07,-95.81,93.54,-0.29,1.59,2.17,0.43,-0.59,0.45,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
311.0,32.0,27.0,32.0,13.0,0.0,nan,1.47,-7.54,-0.98,-12.03,-95.86,93.51,-2.25,1.59,1.33,0.43,-0.59,0.45,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
333.0,24.0,38.0,32.0,23.0,0.0,nan,1.51,-7.66,-0.95,-12.02,-95.91,93.48,-2.18,1.52,0.42,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
353.0,38.0,46.0,43.0,29.0,0.0,nan,1.66,-7.61,-0.91,-12.02,-95.93,93.45,-0.92,1.59,0.42,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
376.0,33.0,35.0,28.0,18.0,0.0,nan,1.78,-7.57,-0.89,-12.01,-95.94,93.42,-0.15,1.38,1.19,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
395.0,31.0,33.0,29.0,13.0,0.0,nan,1.68,-7.53,-0.88,-11.97,-95.95,93.39,-0.5,1.17,2.1,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
418.0,32.0,23.0,30.0,18.0,0.0,nan,1.56,-7.91,-0.87,-11.87,-96.02,93.36,-2.39,0.61,2.59,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
444.0,34.0,34.0,26.0,24.0,3.0,nan,1.62,-7.86,-0.85,-11.82,-96.08,93.35,-2.88,0.19,2.45,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
467.0,20.0,34.0,28.0,25.0,0.0,nan,1.58,-8.24,-0.89,-11.75,-96.16,93.35,-4.0,-0.37,2.73,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
486.0,34.0,24.0,31.0,24.0,1.0,nan,1.47,-7.52,-0.85,-11.69,-96.27,93.36,-5.33,-1.0,2.59,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
509.0,24.0,42.0,19.0,23.0,1.0,nan,1.57,-7.67,-0.94,-11.64,-96.42,93.4,-6.87,-1.7,2.1,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
531.0,34.0,34.0,34.0,22.0,1.0,nan,1.55,-7.5,-1.1,-11.6,-96.58,93.45,-6.45,-2.61,1.82,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
551.0,35.0,33.0,41.0,14.0,0.0,nan,1.57,-7.53,-1.24,-11.56,-96.79,93.53,-8.48,-3.8,1.4,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
571.0,36.0,44.0,25.0,18.0,1.0,nan,1.62,-7.56,-1.33,-11.53,-97.11,93.63,-13.03,-5.13,1.33,0.43,-0.59,0.46,-0.51,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
594.0,34.0,36.0,19.0,22.0,1.0,nan,1.62,-7.45,-1.43,-11.48,-97.48,93.76,-15.55,-6.25,1.82,0.43,-0.59,0.46,-0.5,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
613.0,30.0,30.0,29.0,27.0,0.0,nan,1.5,-7.51,-1.46,-11.41,-97.87,93.92,-16.18,-7.51,2.52,0.43,-0.59,0.46,-0.5,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
636.0,36.0,53.0,21.0,37.0,1.0,nan,1.56,-7.64,-1.71,-11.23,-98.91,94.26,-24.23,-8.77,3.5,0.42,-0.6,0.47,-0.49,1.0,6.66,93.44,0.0955756,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,0.0,4230.1245,0.0,0.0,0.0,0.0
