time,p1,p2,p3,p4,p5,termite,ax,ay,az,rx,ry,rz,roll,pitch,yaw,q1,q2,q3,q4,calibration,temperature,humidity,pressure,flag_rm,lat,lacoord,lon,locoord,capacitive,o_lat,o_lon,used_lat,used_lon,altitude,flag_lm
0.0,47.0,49.0,46.0,368.0,365.0,nan,-0.15,-7.91,-0.22,0.32,-91.72,300.73,1.32,-0.09,0.21,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,1.0,1.0,0.0,0.0
32.0,62.0,41.0,53.0,372.0,374.0,nan,0.02,-8.0,-0.14,0.32,-91.69,300.73,1.53,-0.16,-0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
51.0,41.0,42.0,44.0,283.0,282.0,nan,-0.09,-7.94,-0.13,0.32,-91.65,300.73,1.46,-0.02,0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
74.0,42.0,45.0,32.0,293.0,299.0,nan,-0.01,-7.98,-0.15,0.32,-91.62,300.73,1.04,-0.09,-0.07,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
93.0,54.0,50.0,41.0,286.0,291.0,nan,-0.07,-7.94,-0.15,0.32,-91.6,300.74,0.9,-0.09,0.0,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
116.0,42.0,36.0,34.0,250.0,258.0,nan,-0.03,-7.98,-0.15,0.32,-91.59,300.74,0.34,-0.09,-0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
135.0,37.0,30.0,35.0,274.0,267.0,nan,-0.07,-7.95,-0.15,0.32,-91.57,300.74,0.55,-0.16,-0.07,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
158.0,53.0,44.0,38.0,247.0,251.0,nan,-0.05,-7.96,-0.19,0.31,-91.54,300.74,0.76,-0.02,-0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
184.0,49.0,40.0,31.0,277.0,279.0,nan,-0.04,-7.96,-0.17,0.31,-91.52,300.75,0.9,-0.16,-0.07,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
207.0,53.0,37.0,32.0,228.0,241.0,nan,-0.06,-7.97,-0.11,0.31,-91.5,300.75,0.69,-0.09,-0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
227.0,43.0,37.0,27.0,256.0,262.0,nan,-0.05,-7.97,-0.16,0.31,-91.48,300.75,0.55,-0.09,-0.07,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
249.0,39.0,32.0,47.0,230.0,225.0,nan,-0.04,-7.97,-0.15,0.31,-91.47,300.75,0.48,-0.02,-0.14,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
269.0,34.0,43.0,37.0,230.0,224.0,nan,-0.05,-7.97,-0.19,0.3,-91.46,300.75,0.62,-0.09,-0.07,-0.34,0.36,0.62,-0.61,1.0,14.17,49.34,0.0964447,0.0,42.502075000000005,nan,-71.88523833333333,nan,-2.0,4230.1245,7153.1143,0.0,0.0,0.0,0.0
