millis,latitude,coord1,longitude,coord2,capacitive
816019.0,43.62523666666666,nan,-72.797705,nan,0.0
816043.0,43.62523666666666,nan,-72.797705,nan,0.0
816072.0,43.62523666666666,nan,-72.797705,nan,0.0
816098.0,43.62523666666666,nan,-72.797705,nan,1.0
816124.0,43.62523666666666,nan,-72.797705,nan,1.0
816150.0,43.62523666666666,nan,-72.797705,nan,0.0
816176.0,43.62523666666666,nan,-72.797705,nan,5.0
816202.0,43.62523666666666,nan,-72.797705,nan,4.0
816228.0,43.62523666666666,nan,-72.797705,nan,3.0
816254.0,43.62523666666666,nan,-72.797705,nan,5.0
816280.0,43.62523666666666,nan,-72.797705,nan,0.0
816306.0,43.62523666666666,nan,-72.797705,nan,5.0
816332.0,43.62523666666666,nan,-72.797705,nan,4.0
816358.0,43.62523666666666,nan,-72.797705,nan,2.0
816383.0,43.62523666666666,nan,-72.797705,nan,5.0
816409.0,43.62523666666666,nan,-72.797705,nan,5.0
816436.0,43.62523666666666,nan,-72.797705,nan,1.0
816461.0,43.62523666666666,nan,-72.797705,nan,5.0
816488.0,43.62523666666666,nan,-72.797705,nan,5.0
816514.0,43.62523666666666,nan,-72.797705,nan,4.0
816539.0,43.62523666666666,nan,-72.797705,nan,5.0
816565.0,43.62523666666666,nan,-72.797705,nan,5.0
816592.0,43.62523666666666,nan,-72.797705,nan,5.0
816618.0,43.62523666666666,nan,-72.797705,nan,5.0
816643.0,43.62523666666666,nan,-72.797705,nan,5.0
816669.0,43.62523666666666,nan,-72.797705,nan,5.0
816696.0,43.62523666666666,nan,-72.797705,nan,5.0
816722.0,43.62523666666666,nan,-72.797705,nan,5.0
816747.0,43.62523666666666,nan,-72.797705,nan,5.0
816773.0,43.62523666666666,nan,-72.797705,nan,5.0
816800.0,43.62523666666666,nan,-72.797705,nan,5.0
816825.0,43.62523666666666,nan,-72.797705,nan,5.0
816852.0,43.62523666666666,nan,-72.797705,nan,5.0
816878.0,43.62523666666666,nan,-72.797705,nan,5.0
816904.0,43.62523666666666,nan,-72.797705,nan,3.0
816929.0,43.62523666666666,nan,-72.797705,nan,5.0
816956.0,43.62523666666666,nan,-72.797705,nan,0.0
816981.0,43.62523666666666,nan,-72.797705,nan,8.0
817007.0,43.62523666666666,nan,-72.797705,nan,8.0
817034.0,43.62523666666666,nan,-72.797705,nan,7.0
817059.0,43.62523666666666,nan,-72.797705,nan,8.0
817085.0,43.62523666666666,nan,-72.797705,nan,8.0
817112.0,43.62523666666666,nan,-72.797705,nan,8.0
817138.0,43.62523666666666,nan,-72.797705,nan,7.0
817163.0,43.62523666666666,nan,-72.797705,nan,8.0
817190.0,43.62523666666666,nan,-72.797705,nan,7.0
817214.0,43.62523666666666,nan,-72.797705,nan,0.0
817241.0,43.62523666666666,nan,-72.797705,nan,0.0
817267.0,43.62523666666666,nan,-72.797705,nan,6.0
817294.0,43.62523666666666,nan,-72.797705,nan,6.0
817319.0,43.62523666666666,nan,-72.797705,nan,18.0
817346.0,43.62523666666666,nan,-72.797705,nan,6.0
817371.0,43.62523666666666,nan,-72.797705,nan,9.0
817398.0,43.62523666666666,nan,-72.797705,nan,10.0
817424.0,43.62523666666666,nan,-72.797705,nan,16.0
817449.0,43.62523666666666,nan,-72.797705,nan,17.0
817476.0,43.62523666666666,nan,-72.797705,nan,16.0
817502.0,43.62523666666666,nan,-72.797705,nan,18.0
817527.0,43.62523666666666,nan,-72.797705,nan,19.0
817554.0,43.62523666666666,nan,-72.797705,nan,17.0
817580.0,43.62523666666666,nan,-72.797705,nan,10.0
817606.0,43.62523666666666,nan,-72.797705,nan,2.0
817632.0,43.62523666666666,nan,-72.797705,nan,18.0
817657.0,43.62523666666666,nan,-72.797705,nan,19.0
817683.0,43.62523666666666,nan,-72.797705,nan,19.0
817709.0,43.62523666666666,nan,-72.797705,nan,19.0
817736.0,43.62523666666666,nan,-72.797705,nan,19.0
817762.0,43.62523666666666,nan,-72.797705,nan,19.0
817788.0,43.62523666666666,nan,-72.797705,nan,18.0
817813.0,43.62523666666666,nan,-72.797705,nan,19.0
817839.0,43.62523666666666,nan,-72.797705,nan,19.0
817866.0,43.62523666666666,nan,-72.797705,nan,19.0
817892.0,43.62523666666666,nan,-72.797705,nan,19.0
817917.0,43.62523666666666,nan,-72.797705,nan,18.0
817944.0,43.62523666666666,nan,-72.797705,nan,16.0
817968.0,43.62523666666666,nan,-72.797705,nan,19.0
817995.0,43.62523666666666,nan,-72.797705,nan,18.0
818022.0,43.62523666666666,nan,-72.797705,nan,19.0
818048.0,43.62523666666666,nan,-72.797705,nan,10.0
818073.0,43.62523666666666,nan,-72.797705,nan,18.0
818100.0,43.62523666666666,nan,-72.797705,nan,15.0
818126.0,43.62523666666666,nan,-72.797705,nan,16.0
818152.0,43.62523666666666,nan,-72.797705,nan,16.0
818177.0,43.62523666666666,nan,-72.797705,nan,19.0
818204.0,43.62523666666666,nan,-72.797705,nan,18.0
818230.0,43.62523666666666,nan,-72.797705,nan,16.0
818255.0,43.62523666666666,nan,-72.797705,nan,19.0
818282.0,43.62523666666666,nan,-72.797705,nan,19.0
818308.0,43.62523666666666,nan,-72.797705,nan,15.0
818334.0,43.62523666666666,nan,-72.797705,nan,18.0
818357.0,43.62523666666666,nan,-72.797705,nan,19.0
818386.0,43.62523666666666,nan,-72.797705,nan,19.0
818411.0,43.62523666666666,nan,-72.797705,nan,19.0
818438.0,43.62523666666666,nan,-72.797705,nan,19.0
818464.0,43.62523666666666,nan,-72.797705,nan,16.0
818489.0,43.62523666666666,nan,-72.797705,nan,18.0
818516.0,43.62523666666666,nan,-72.797705,nan,19.0
818542.0,43.62523666666666,nan,-72.797705,nan,19.0
818567.0,43.62523666666666,nan,-72.797705,nan,19.0
818593.0,43.62523666666666,nan,-72.797705,nan,19.0
818620.0,43.62523666666666,nan,-72.797705,nan,18.0
818645.0,43.62523666666666,nan,-72.797705,nan,19.0
818671.0,43.62523666666666,nan,-72.797705,nan,19.0
818698.0,43.62523666666666,nan,-72.797705,nan,19.0
818722.0,43.62523666666666,nan,-72.797705,nan,19.0
818750.0,43.62523666666666,nan,-72.797705,nan,19.0
818776.0,43.62523666666666,nan,-72.797705,nan,19.0
818802.0,43.62523666666666,nan,-72.797705,nan,19.0
818828.0,43.62523666666666,nan,-72.797705,nan,19.0
818853.0,43.62523666666666,nan,-72.797705,nan,19.0
818880.0,43.62523666666666,nan,-72.797705,nan,19.0
818906.0,43.62523666666666,nan,-72.797705,nan,19.0
