millis,latitude,coord1,longitude,coord2,capacitive
5544693.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544718.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544744.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544770.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544797.0,4337.530833333333,nan,-7247.359666666666,nan,54.0
5544823.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544848.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544875.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544901.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544926.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544953.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5544978.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545005.0,4337.530833333333,nan,-7247.359666666666,nan,54.0
5545030.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545057.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545083.0,4337.530833333333,nan,-7247.359666666666,nan,56.0
5545108.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545135.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545159.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545187.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545212.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545238.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545265.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545291.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545316.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545343.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545369.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545394.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545421.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545447.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545472.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5545499.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545524.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545551.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5545577.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545603.0,4337.530833333333,nan,-7247.359666666666,nan,58.0
5545629.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545655.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545680.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545707.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5545732.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545758.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545784.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545810.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545837.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545863.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545888.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545915.0,4337.530833333333,nan,-7247.359666666666,nan,59.0
5545941.0,4337.530833333333,nan,-7247.359666666666,nan,59.0
5545966.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5545992.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546019.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546045.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546071.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546097.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546123.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546148.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546174.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546200.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546226.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546251.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546279.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546305.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546331.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546357.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546383.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546409.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546435.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546461.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546487.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546513.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546538.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546564.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546591.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546617.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546642.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546669.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546694.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546721.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546747.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546773.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546799.0,4337.530833333333,nan,-7247.359666666666,nan,56.0
5546825.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546850.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546876.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546902.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546928.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546954.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5546981.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547007.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5547033.0,4337.530833333333,nan,-7247.359666666666,nan,59.0
5547059.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547085.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547110.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547137.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547163.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547188.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547214.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547241.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547267.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547292.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547319.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547345.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547371.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547397.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547422.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547449.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547475.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547501.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547527.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547553.0,4337.530833333333,nan,-7247.359666666666,nan,59.0
5547578.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547604.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547630.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547657.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547683.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547709.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547735.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547760.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547786.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547812.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547839.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547865.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547890.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547917.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547943.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547968.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5547994.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548021.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548047.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548073.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548099.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548125.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548151.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548177.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548203.0,4337.530833333333,nan,-7247.359666666666,nan,56.0
5548229.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548255.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548281.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548306.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548360.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548388.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548414.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548440.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548466.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548492.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548518.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548544.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548570.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548596.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548621.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548647.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548673.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548699.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548725.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548751.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548778.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548804.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548830.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548856.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548881.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548907.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548934.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548959.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5548985.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549011.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549038.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549064.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549090.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549115.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549142.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549167.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549193.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549219.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549246.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549272.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549298.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549324.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549350.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549376.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549402.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549428.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549454.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549480.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549506.0,4337.530833333333,nan,-7247.359666666666,nan,55.0
5549532.0,4337.530833333333,nan,-7247.359666666666,nan,55.0
5549557.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549583.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549610.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549635.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549662.0,4337.530833333333,nan,-7247.359666666666,nan,53.0
5549688.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549714.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549740.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549766.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5549791.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549817.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549843.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549870.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549895.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549922.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549948.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5549974.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550000.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550026.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550052.0,4337.530833333333,nan,-7247.359666666666,nan,57.0
5550078.0,4337.530833333333,nan,-7247.359666666666,nan,56.0
5550104.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550130.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550156.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550182.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550207.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550234.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550259.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550285.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550311.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550337.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550364.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550390.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550415.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550442.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550468.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550494.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550519.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550545.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550572.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550598.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550623.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550649.0,4337.530833333333,nan,-7247.359666666666,nan,60.0
5550675.0,4337.531499999999,nan,-7247.359666666666,nan,55.0
5550701.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550725.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550754.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550780.0,4337.531499999999,nan,-7247.359666666666,nan,59.0
5550806.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550831.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550858.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550884.0,4337.531499999999,nan,-7247.359666666666,nan,53.0
5550910.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550936.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550962.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5550987.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551014.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551039.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551066.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551090.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551117.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551143.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551170.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551196.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551222.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551248.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551273.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551300.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551326.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551352.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551377.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551404.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551429.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551455.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551482.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551508.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551534.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551560.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551585.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551612.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551638.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551663.0,4337.531499999999,nan,-7247.359666666666,nan,60.0
5551689.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551715.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551742.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551768.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551794.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551819.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551845.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551871.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551897.0,4337.530833333333,nan,-7247.3605,nan,57.0
5551923.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551950.0,4337.530833333333,nan,-7247.3605,nan,60.0
5551976.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552002.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552028.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552053.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552080.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552106.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552131.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552157.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552183.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552208.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552236.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552262.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552287.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552313.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552340.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552366.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552392.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552417.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552444.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552470.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552495.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552522.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552547.0,4337.530833333333,nan,-7247.3605,nan,60.0
5552571.0,4337.530833333333,nan,-7247.3605,nan,60.0
