4852686.0,19.259166666666665,nan,-99.62581333333334,nan,0.0,2639.2,0.0,1915.55,9937.5488,1.0,1.0
4852911.0,19.259166716171617,nan,-99.62581347164593,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853130.0,19.25916674092409,nan,-99.6258135408022,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853349.0,19.259166765676568,nan,-99.62581360995853,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853374.0,19.259166790429042,nan,-99.6258136791148,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853400.0,19.259166815181516,nan,-99.62581374827111,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853426.0,19.259166839933993,nan,-99.62581381742739,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853452.0,19.25916686468647,nan,-99.6258138865837,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853478.0,19.259166889438944,nan,-99.62581395573997,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853504.0,19.259166914191418,nan,-99.6258140248963,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853530.0,19.259166938943896,nan,-99.62581409405257,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853556.0,19.25916696369637,nan,-99.62581416320884,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853580.0,19.259166988448847,nan,-99.62581423236516,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853608.0,19.25916701320132,nan,-99.62581430152143,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853634.0,19.259167037953798,nan,-99.62581437067774,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853660.0,19.259167062706272,nan,-99.62581443983402,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853686.0,19.259167087458742,nan,-99.62581450899035,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853712.0,19.259167112211223,nan,-99.62581457814662,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853738.0,19.2591671369637,nan,-99.62581464730293,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853764.0,19.259167161716174,nan,-99.6258147164592,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853790.0,19.259167186468645,nan,-99.62581478561552,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853816.0,19.25916721122112,nan,-99.62581485477179,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853842.0,19.259167235973596,nan,-99.62581492392806,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853866.0,19.259167260726077,nan,-99.62581499308439,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853894.0,19.259167285478547,nan,-99.62581506224066,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853920.0,19.25916731023102,nan,-99.62581513139698,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853946.0,19.2591673349835,nan,-99.62581520055325,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853972.0,19.259167359735972,nan,-99.62581526970956,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4853998.0,19.25916738448845,nan,-99.62581533886583,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854024.0,19.259167409240924,nan,-99.62581540802216,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854050.0,19.2591674339934,nan,-99.62581547717843,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854076.0,19.259167458745875,nan,-99.62581554633475,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854102.0,19.25916748349835,nan,-99.62581561549102,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854128.0,19.259167508250826,nan,-99.62581568464734,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854154.0,19.259167533003303,nan,-99.62581575380361,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854180.0,19.259167557755777,nan,-99.62581582295988,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854206.0,19.25916758250825,nan,-99.62581589211621,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
4854232.0,19.25916760726072,nan,-99.62581596127248,nan,0.0,2639.2,0.0,1915.55,9937.5488,0.0,0.0
