6954793,4336.4536,N,7248.0547,W,60
6954819,4336.4536,N,7248.0547,W,60
6954847,4336.4536,N,7248.0547,W,60
6954872,4336.4536,N,7248.0547,W,60
6954898,4336.4536,N,7248.0547,W,60
6954925,4336.4536,N,7248.0547,W,60
6954951,4336.4536,N,7248.0547,W,60
6954976,4336.4536,N,7248.0547,W,55
6955002,4336.4536,N,7248.0547,W,60
6955029,4336.4536,N,7248.0547,W,60
6955055,4336.4536,N,7248.0547,W,60
6955080,4336.4536,N,7248.0547,W,60
6955106,4336.4536,N,7248.0547,W,60
6955132,4336.4536,N,7248.0547,W,60
6955158,4336.4536,N,7248.0547,W,60
6955185,4336.4536,N,7248.0547,W,60
6955210,4336.4536,N,7248.0547,W,58
6955237,4336.4536,N,7248.0547,W,53
6955263,4336.4536,N,7248.0547,W,60
6955288,4336.4536,N,7248.0547,W,60
6955315,4336.4536,N,7248.0547,W,60
6955341,4336.4536,N,7248.0547,W,60
6955367,4336.4536,N,7248.0547,W,60
6955393,4336.4536,N,7248.0547,W,60
6955418,4336.4536,N,7248.0547,W,60
6955444,4336.4536,N,7248.0547,W,60
6955471,4336.4536,N,7248.0547,W,60
6955497,4336.4536,N,7248.0547,W,60
6955522,4336.4536,N,7248.0547,W,60
6955549,4336.4536,N,7248.0547,W,60
6955574,4336.4536,N,7248.0547,W,60
6955600,4336.4536,N,7248.0547,W,60
6955627,4336.4536,N,7248.0547,W,59
6955653,4336.4536,N,7248.0547,W,60
6955679,4336.4536,N,7248.0547,W,60
6955705,4336.4536,N,7248.0547,W,60
6955730,4336.4536,N,7248.0547,W,60
6955757,4336.4536,N,7248.0547,W,60
6955783,4336.4536,N,7248.0547,W,60
6955809,4336.4536,N,7248.0547,W,60
6955835,4336.4536,N,7248.0547,W,60
6955860,4336.4536,N,7248.0547,W,60
6955887,4336.4531,N,7248.0562,W,60
6955911,4336.4531,N,7248.0562,W,60
6955938,4336.4531,N,7248.0562,W,60
6955964,4336.4531,N,7248.0562,W,60
6955991,4336.4531,N,7248.0562,W,60
6956017,4336.4531,N,7248.0562,W,56
6956043,4336.4531,N,7248.0562,W,60
6956069,4336.4531,N,7248.0562,W,57
6956094,4336.4531,N,7248.0562,W,60
6956121,4336.4531,N,7248.0562,W,60
6956147,4336.4531,N,7248.0562,W,60
6956173,4336.4531,N,7248.0562,W,60
6956199,4336.4531,N,7248.0562,W,60
6956224,4336.4531,N,7248.0562,W,57
6956251,4336.4531,N,7248.0562,W,60
6956275,4336.4531,N,7248.0562,W,60
6956302,4336.4531,N,7248.0562,W,60
6956328,4336.4531,N,7248.0562,W,60
6956355,4336.4531,N,7248.0562,W,60
6956380,4336.4531,N,7248.0562,W,60
6956406,4336.4531,N,7248.0562,W,60
6956433,4336.4531,N,7248.0562,W,60
6956459,4336.4531,N,7248.0562,W,60
6956484,4336.4531,N,7248.0562,W,60
6956511,4336.4531,N,7248.0562,W,60
6956537,4336.4531,N,7248.0562,W,60
6956562,4336.4531,N,7248.0562,W,60
6956588,4336.4531,N,7248.0562,W,60
6956615,4336.4531,N,7248.0562,W,60
6956640,4336.4531,N,7248.0562,W,60
6956664,4336.4531,N,7248.0562,W,60
6956693,4336.4531,N,7248.0562,W,60
6956718,4336.4531,N,7248.0562,W,60
6956745,4336.4531,N,7248.0562,W,60
6956770,4336.4531,N,7248.0562,W,60
6956797,4336.4531,N,7248.0562,W,60
6956822,4336.4531,N,7248.0562,W,60
6956849,4336.4531,N,7248.0562,W,60
6956874,4336.4531,N,7248.0562,W,60
6956900,4336.4531,N,7248.0566,W,60
6956927,4336.4531,N,7248.0566,W,60
6956953,4336.4531,N,7248.0566,W,60
6956978,4336.4531,N,7248.0566,W,56
6957004,4336.4531,N,7248.0566,W,60
6957029,4336.4531,N,7248.0566,W,60
6957056,4336.4531,N,7248.0566,W,60
6957083,4336.4531,N,7248.0566,W,60
6957109,4336.4531,N,7248.0566,W,60
6957134,4336.4531,N,7248.0566,W,60
6957161,4336.4531,N,7248.0566,W,60
6957187,4336.4531,N,7248.0566,W,60
6957213,4336.4531,N,7248.0566,W,60
6957238,4336.4531,N,7248.0566,W,60
6957264,4336.4531,N,7248.0566,W,60
6957291,4336.4531,N,7248.0566,W,60
6957316,4336.4531,N,7248.0566,W,60
6957343,4336.4531,N,7248.0566,W,60
6957369,4336.4531,N,7248.0566,W,60
6957394,4336.4531,N,7248.0566,W,60
6957420,4336.4531,N,7248.0566,W,60
6957446,4336.4531,N,7248.0566,W,60
6957473,4336.4531,N,7248.0566,W,60
6957499,4336.4531,N,7248.0566,W,60
6957525,4336.4531,N,7248.0566,W,60
6957551,4336.4531,N,7248.0566,W,60
6957577,4336.4531,N,7248.0566,W,60
6957603,4336.4531,N,7248.0566,W,60
6957629,4336.4531,N,7248.0566,W,60
6957655,4336.4531,N,7248.0566,W,60
6957680,4336.4531,N,7248.0566,W,60
6957706,4336.4531,N,7248.0566,W,55
6957733,4336.4531,N,7248.0566,W,60
6957758,4336.4531,N,7248.0566,W,60
6957785,4336.4531,N,7248.0566,W,60
6957811,4336.4531,N,7248.0566,W,60
6957837,4336.4531,N,7248.0566,W,60
6957862,4336.4531,N,7248.0566,W,60
6957888,4336.4531,N,7248.0566,W,60
6957914,4336.4531,N,7248.0566,W,60
6957941,4336.4531,N,7248.0566,W,53
6957967,4336.4531,N,7248.0566,W,60
6957993,4336.4531,N,7248.0566,W,56
6958019,4336.4531,N,7248.0566,W,53
6958044,4336.4531,N,7248.0566,W,60
6958071,4336.4531,N,7248.0566,W,60
6958097,4336.4531,N,7248.0566,W,60
6958123,4336.4531,N,7248.0566,W,60
6958149,4336.4531,N,7248.0566,W,60
6958174,4336.4531,N,7248.0566,W,60
6958201,4336.4531,N,7248.0566,W,60
6958226,4336.4531,N,7248.0566,W,60
6958253,4336.4531,N,7248.0566,W,60
6958279,4336.4531,N,7248.0566,W,60
6958304,4336.4531,N,7248.0566,W,60
6958331,4336.4531,N,7248.0566,W,60
6958357,4336.4531,N,7248.0566,W,60
6958383,4336.4531,N,7248.0566,W,60
6958408,4336.4531,N,7248.0566,W,60
6958435,4336.4531,N,7248.0566,W,60
6958461,4336.4531,N,7248.0566,W,60
6958486,4336.4531,N,7248.0566,W,60
6958510,4336.4531,N,7248.0566,W,60
6958539,4336.4531,N,7248.0566,W,60
6958565,4336.4531,N,7248.0566,W,60
6958590,4336.4531,N,7248.0566,W,60
6958616,4336.4531,N,7248.0566,W,60
6958643,4336.4531,N,7248.0566,W,58
6958668,4336.4531,N,7248.0566,W,60
6958695,4336.4531,N,7248.0566,W,60
6958720,4336.4531,N,7248.0566,W,60
6958747,4336.4531,N,7248.0566,W,60
6958772,4336.4531,N,7248.0566,W,60
6958799,4336.4531,N,7248.0566,W,60
6958825,4336.4531,N,7248.0566,W,60
6958851,4336.4531,N,7248.0566,W,60
6958875,4336.4531,N,7248.0566,W,60
6958902,4336.4531,N,7248.0566,W,60
6958929,4336.4531,N,7248.0566,W,60
6958955,4336.4531,N,7248.0566,W,56
6958980,4336.4531,N,7248.0566,W,60
6959007,4336.4531,N,7248.0566,W,60
6959033,4336.4531,N,7248.0566,W,60
6959058,4336.4531,N,7248.0566,W,60
6959085,4336.4531,N,7248.0566,W,60
6959111,4336.4531,N,7248.0566,W,60
6959136,4336.4531,N,7248.0566,W,60
6959163,4336.4531,N,7248.0566,W,60
6959188,4336.4531,N,7248.0566,W,60
6959215,4336.4531,N,7248.0566,W,60
6959239,4336.4531,N,7248.0566,W,60
6959267,4336.4531,N,7248.0566,W,60
6959292,4336.4531,N,7248.0566,W,60
6959319,4336.4531,N,7248.0566,W,60
6959345,4336.4531,N,7248.0566,W,60
6959371,4336.4531,N,7248.0566,W,59
6959396,4336.4531,N,7248.0566,W,60
6959423,4336.4531,N,7248.0566,W,60
6959449,4336.4531,N,7248.0566,W,60
6959475,4336.4531,N,7248.0566,W,60
6959500,4336.4531,N,7248.0566,W,60
6959527,4336.4531,N,7248.0566,W,60
6959553,4336.4531,N,7248.0566,W,60
6959578,4336.4531,N,7248.0566,W,60
6959603,4336.4531,N,7248.0566,W,60
6959630,4336.4531,N,7248.0566,W,60
6959657,4336.4531,N,7248.0566,W,56
6959683,4336.4531,N,7248.0566,W,60
6959708,4336.4531,N,7248.0566,W,60
6959735,4336.4531,N,7248.0566,W,60
6959760,4336.4531,N,7248.0566,W,60
6959787,4336.4531,N,7248.0566,W,60
6959813,4336.4531,N,7248.0566,W,60
6959839,4336.4531,N,7248.0566,W,60
6959864,4336.4531,N,7248.0566,W,60
6959891,4336.4531,N,7248.0566,W,56
6959916,4336.4531,N,7248.0566,W,60
6959942,4336.4531,N,7248.0566,W,60
6959969,4336.4531,N,7248.0566,W,60
6959994,4336.4531,N,7248.0566,W,60
6960020,4336.4531,N,7248.0566,W,60
6960047,4336.4531,N,7248.0566,W,60
6960073,4336.4531,N,7248.0566,W,60
6960098,4336.4531,N,7248.0566,W,60
6960125,4336.4531,N,7248.0566,W,60
6960151,4336.4531,N,7248.0566,W,60
6960177,4336.4531,N,7248.0566,W,60
