971636,1915.7998,N,9936.8623,W,0,2612.50,0
971863,1915.7998,N,9936.8623,W,0,2612.50,0
972084,1915.7998,N,9936.8623,W,0,2612.50,0
972306,1915.7998,N,9936.8623,W,0,2612.50,0
972332,1915.7998,N,9936.8623,W,0,2612.50,0
972358,1915.7998,N,9936.8623,W,0,2612.50,0
972384,1915.7998,N,9936.8623,W,0,2612.50,0
972410,1915.7998,N,9936.8623,W,0,2612.50,0
972437,1915.7998,N,9936.8623,W,0,2612.50,0
972463,1915.7998,N,9936.8623,W,0,2612.50,0
972489,1915.7998,N,9936.8623,W,0,2612.50,0
972514,1915.7998,N,9936.8623,W,0,2612.50,0
972539,1915.7998,N,9936.8623,W,0,2612.50,0
972567,1915.7998,N,9936.8623,W,0,2612.50,0
972592,1915.7998,N,9936.8623,W,0,2612.50,0
972618,1915.7998,N,9936.8623,W,0,2612.50,0
972645,1915.7998,N,9936.8623,W,0,2612.50,0
972670,1915.7998,N,9936.8623,W,0,2612.50,0
972697,1915.7998,N,9936.8623,W,0,2612.50,0
972722,1915.7998,N,9936.8623,W,0,2612.50,0
972749,1915.7998,N,9936.8623,W,0,2612.50,0
972774,1915.7998,N,9936.8623,W,0,2612.50,0
972801,1915.7998,N,9936.8623,W,0,2612.50,0
972826,1915.7998,N,9936.8623,W,0,2612.50,0
972850,1915.7998,N,9936.8623,W,0,2612.50,0
972879,1915.7998,N,9936.8623,W,0,2612.50,0
972904,1915.7998,N,9936.8623,W,0,2612.50,0
972931,1915.7998,N,9936.8623,W,0,2612.50,0
972956,1915.7998,N,9936.8623,W,0,2612.50,0
972983,1915.7998,N,9936.8623,W,0,2612.50,0
973008,1915.7998,N,9936.8623,W,0,2612.50,0
973035,1915.7998,N,9936.8623,W,0,2612.50,0
973060,1915.7998,N,9936.8623,W,0,2612.50,0
973084,1915.7998,N,9936.8623,W,0,2612.50,0
973113,1915.7998,N,9936.8623,W,0,2612.50,0
973137,1915.7998,N,9936.8623,W,0,2612.50,0
973164,1915.7998,N,9936.8623,W,0,2612.50,0
973190,1915.7998,N,9936.8623,W,0,2612.50,0
973216,1915.7998,N,9936.8623,W,0,2612.50,0
973243,1915.7998,N,9936.8623,W,0,2612.50,0
973269,1915.7998,N,9936.8623,W,0,2612.50,0
973294,1915.7998,N,9936.8623,W,0,2612.50,0
973320,1915.7998,N,9936.8623,W,0,2612.50,0
973347,1915.7998,N,9936.8623,W,0,2612.50,0
973372,1915.7998,N,9936.8623,W,0,2612.50,0
973398,1915.7998,N,9936.8623,W,0,2612.50,0
973424,1915.7998,N,9936.8623,W,0,2612.50,0
973448,1915.7998,N,9936.8623,W,0,2612.50,0
973477,1915.7998,N,9936.8623,W,0,2612.50,0
973502,1915.7998,N,9936.8623,W,0,2612.50,0
973529,1915.7998,N,9936.8623,W,0,2612.50,0
973554,1915.7998,N,9936.8623,W,0,2612.50,0
973581,1915.7998,N,9936.8623,W,0,2612.50,0
973606,1915.7998,N,9936.8623,W,0,2612.50,0
973632,1915.7998,N,9936.8623,W,0,2612.50,0
973658,1915.7998,N,9936.8623,W,0,2612.50,0
973684,1915.7998,N,9936.8623,W,0,2612.50,0
973711,1915.7998,N,9936.8623,W,0,2612.50,0
973736,1915.7998,N,9936.8623,W,0,2612.50,0
973760,1915.7998,N,9936.8623,W,0,2612.50,0
973789,1915.7998,N,9936.8623,W,0,2612.50,0
973814,1915.7998,N,9936.8623,W,0,2612.50,0
973838,1915.7998,N,9936.8623,W,0,2612.50,0
973867,1915.7998,N,9936.8623,W,0,2612.50,0
973893,1915.7997,N,9936.8623,W,0,2612.50,0
973918,1915.7997,N,9936.8623,W,0,2612.50,0
973945,1915.7997,N,9936.8623,W,0,2612.50,0
973970,1915.7997,N,9936.8623,W,0,2612.50,0
973997,1915.7997,N,9936.8623,W,0,2612.50,0
974022,1915.7997,N,9936.8623,W,0,2612.50,0
974046,1915.7997,N,9936.8623,W,0,2612.50,0
974074,1915.7997,N,9936.8623,W,0,2612.90,0
974100,1915.7997,N,9936.8623,W,0,2612.90,0
974127,1915.7997,N,9936.8623,W,0,2612.90,0
974152,1915.7997,N,9936.8623,W,0,2612.90,0
974178,1915.7997,N,9936.8623,W,0,2612.90,0
974204,1915.7997,N,9936.8623,W,0,2612.90,0
974230,1915.7997,N,9936.8623,W,0,2612.90,0
974257,1915.7997,N,9936.8623,W,0,2612.90,0
974282,1915.7997,N,9936.8623,W,0,2612.90,0
974308,1915.7997,N,9936.8623,W,0,2612.90,0
974334,1915.7997,N,9936.8623,W,0,2612.90,0
974358,1915.7997,N,9936.8623,W,0,2612.90,0
974386,1915.7997,N,9936.8623,W,0,2612.90,0
974412,1915.7997,N,9936.8623,W,0,2612.90,0
974439,1915.7997,N,9936.8623,W,0,2612.90,0
974465,1915.7997,N,9936.8623,W,0,2612.90,0
974490,1915.7997,N,9936.8623,W,0,2612.90,0
974516,1915.7997,N,9936.8623,W,0,2612.90,0
974543,1915.7997,N,9936.8623,W,0,2612.90,0
974568,1915.7997,N,9936.8623,W,0,2612.90,0
974594,1915.7997,N,9936.8623,W,0,2612.90,0
974619,1915.7997,N,9936.8623,W,0,2612.90,0
974646,1915.7997,N,9936.8623,W,0,2612.90,0
974670,1915.7997,N,9936.8623,W,0,2612.90,0
974699,1915.7997,N,9936.8623,W,0,2612.90,0
974725,1915.7997,N,9936.8623,W,0,2612.90,0
974750,1915.7997,N,9936.8623,W,0,2612.90,0
974776,1915.7997,N,9936.8623,W,0,2612.90,0
974802,1915.7997,N,9936.8623,W,0,2612.90,0
974829,1915.7997,N,9936.8623,W,0,2612.90,0
974855,1915.7997,N,9936.8623,W,0,2612.90,0
974880,1915.7997,N,9936.8623,W,0,2612.90,0
974906,1915.7998,N,9936.8623,W,0,2612.90,0
974932,1915.7998,N,9936.8623,W,0,2612.90,0
974956,1915.7998,N,9936.8623,W,0,2612.90,0
974985,1915.7998,N,9936.8623,W,0,2612.90,0
975010,1915.7998,N,9936.8623,W,0,2612.90,0
975036,1915.7998,N,9936.8623,W,0,2612.90,0
975063,1915.7998,N,9936.8623,W,0,2612.90,0
975089,1915.7998,N,9936.8623,W,0,2613.00,0
975114,1915.7998,N,9936.8623,W,0,2613.00,0
975140,1915.7998,N,9936.8623,W,0,2613.00,0
975167,1915.7998,N,9936.8623,W,0,2613.00,0
975192,1915.7998,N,9936.8623,W,0,2613.00,0
975219,1915.7998,N,9936.8623,W,0,2613.00,0
975244,1915.7998,N,9936.8623,W,0,2613.00,0
975269,1915.7998,N,9936.8623,W,0,2613.00,0
975296,1915.7998,N,9936.8623,W,0,2613.00,0
975322,1915.7998,N,9936.8623,W,0,2613.00,0
975349,1915.7998,N,9936.8623,W,0,2613.00,0
975374,1915.7998,N,9936.8623,W,0,2613.00,0
975399,1915.7998,N,9936.8623,W,0,2613.00,0
975427,1915.7998,N,9936.8623,W,0,2613.00,0
975452,1915.7998,N,9936.8623,W,0,2613.00,0
975479,1915.7998,N,9936.8623,W,0,2613.00,0
975504,1915.7998,N,9936.8623,W,0,2613.00,0
975531,1915.7998,N,9936.8623,W,0,2613.00,0
975556,1915.7998,N,9936.8623,W,0,2613.00,0
975582,1915.7998,N,9936.8623,W,0,2613.00,0
975609,1915.7998,N,9936.8623,W,0,2613.00,0
975634,1915.7998,N,9936.8623,W,0,2613.00,0
975661,1915.7998,N,9936.8623,W,0,2613.00,0
975686,1915.7998,N,9936.8623,W,0,2613.00,0
975713,1915.7998,N,9936.8623,W,0,2613.00,0
975738,1915.7998,N,9936.8623,W,0,2613.00,0
975764,1915.7998,N,9936.8623,W,0,2613.00,0
975791,1915.7998,N,9936.8623,W,0,2613.00,0
975816,1915.7998,N,9936.8623,W,0,2613.00,0
975843,1915.7998,N,9936.8623,W,0,2613.00,0
975867,1915.7998,N,9936.8623,W,0,2613.00,0
975894,1915.7999,N,9936.8623,W,0,2613.00,0
975920,1915.7999,N,9936.8623,W,0,2613.00,0
975947,1915.7999,N,9936.8623,W,0,2613.00,0
975972,1915.7999,N,9936.8623,W,0,2613.00,0
975999,1915.7999,N,9936.8623,W,0,2613.00,0
976024,1915.7999,N,9936.8623,W,0,2613.00,0
976050,1915.7999,N,9936.8623,W,0,2613.00,0
976076,1915.7999,N,9936.8623,W,0,2613.50,0
976103,1915.7999,N,9936.8623,W,0,2613.50,0
976128,1915.7999,N,9936.8623,W,0,2613.50,0
976154,1915.7999,N,9936.8623,W,0,2613.50,0
976178,1915.7999,N,9936.8623,W,0,2613.50,0
976206,1915.7999,N,9936.8623,W,0,2613.50,0
976233,1915.7999,N,9936.8623,W,0,2613.50,0
976258,1915.7999,N,9936.8623,W,0,2613.50,0
976284,1915.7999,N,9936.8623,W,0,2613.50,0
976310,1915.7999,N,9936.8623,W,0,2613.50,0
976337,1915.7999,N,9936.8623,W,0,2613.50,0
976362,1915.7999,N,9936.8623,W,0,2613.50,0
976388,1915.7999,N,9936.8623,W,0,2613.50,0
976414,1915.7999,N,9936.8623,W,0,2613.50,0
976440,1915.7999,N,9936.8623,W,0,2613.50,0
976464,1915.7999,N,9936.8623,W,0,2613.50,0
976493,1915.7999,N,9936.8623,W,0,2613.50,0
976518,1915.7999,N,9936.8623,W,0,2613.50,0
976545,1915.7999,N,9936.8623,W,0,2613.50,0
976570,1915.7999,N,9936.8623,W,0,2613.50,0
976596,1915.7999,N,9936.8623,W,0,2613.50,0
976622,1915.7999,N,9936.8623,W,0,2613.50,0
976648,1915.7999,N,9936.8623,W,0,2613.50,0
976675,1915.7999,N,9936.8623,W,0,2613.50,0
976700,1915.7999,N,9936.8623,W,0,2613.50,0
976726,1915.7999,N,9936.8623,W,0,2613.50,0
976753,1915.7999,N,9936.8623,W,0,2613.50,0
976777,1915.7999,N,9936.8623,W,0,2613.50,0
976804,1915.7999,N,9936.8623,W,0,2613.50,0
976830,1915.7999,N,9936.8623,W,0,2613.50,0
976856,1915.7999,N,9936.8623,W,0,2613.50,0
976883,1915.7999,N,9936.8623,W,0,2613.50,0
976908,1915.7999,N,9936.8623,W,0,2613.50,0
976934,1915.7998,N,9936.8623,W,0,2613.50,0
976959,1915.7998,N,9936.8623,W,0,2613.50,0
976986,1915.7998,N,9936.8623,W,0,2613.50,0
977012,1915.7998,N,9936.8623,W,0,2613.50,0
977039,1915.7998,N,9936.8623,W,0,2613.50,0
977064,1915.7998,N,9936.8623,W,0,2613.50,0
977089,1915.7998,N,9936.8623,W,0,2613.50,0
977116,1915.7998,N,9936.8623,W,0,2614.00,0
977143,1915.7998,N,9936.8623,W,0,2614.00,0
977169,1915.7998,N,9936.8623,W,0,2614.00,0
977195,1915.7998,N,9936.8623,W,0,2614.00,0
977220,1915.7998,N,9936.8623,W,0,2614.00,0
977247,1915.7998,N,9936.8623,W,0,2614.00,0
977273,1915.7998,N,9936.8623,W,0,2614.00,0
977299,1915.7998,N,9936.8623,W,0,2614.00,0
977325,1915.7998,N,9936.8623,W,0,2614.00,0
977351,1915.7998,N,9936.8623,W,0,2614.00,0
977375,1915.7998,N,9936.8623,W,0,2614.00,0
977403,1915.7998,N,9936.8623,W,0,2614.00,0
977428,1915.7998,N,9936.8623,W,0,2614.00,0
977454,1915.7998,N,9936.8623,W,0,2614.00,0
977481,1915.7998,N,9936.8623,W,0,2614.00,0
977506,1915.7998,N,9936.8623,W,0,2614.00,0
977533,1915.7998,N,9936.8623,W,0,2614.00,0
977558,1915.7998,N,9936.8623,W,0,2614.00,0
977584,1915.7998,N,9936.8623,W,0,2614.00,0
977610,1915.7998,N,9936.8623,W,0,2614.00,0
977636,1915.7998,N,9936.8623,W,0,2614.00,0
977662,1915.7998,N,9936.8623,W,0,2614.00,0
977687,1915.7998,N,9936.8623,W,0,2614.00,0
977714,1915.7998,N,9936.8623,W,0,2614.00,0
977739,1915.7998,N,9936.8623,W,0,2614.00,0
977766,1915.7998,N,9936.8623,W,0,2614.00,0
977793,1915.7998,N,9936.8623,W,0,2614.00,0
977818,1915.7998,N,9936.8623,W,0,2614.00,0
977845,1915.7998,N,9936.8623,W,0,2614.00,0
977870,1915.7998,N,9936.8623,W,0,2614.00,0
977896,1915.7996,N,9936.8613,W,0,2614.00,0
977923,1915.7996,N,9936.8613,W,0,2614.00,0
977948,1915.7996,N,9936.8613,W,0,2614.00,0
977975,1915.7996,N,9936.8613,W,0,2614.00,0
977999,1915.7996,N,9936.8613,W,0,2614.00,0
978026,1915.7996,N,9936.8613,W,0,2614.00,0
978052,1915.7996,N,9936.8613,W,0,2614.00,0
978079,1915.7996,N,9936.8613,W,0,2614.40,0
978105,1915.7996,N,9936.8613,W,0,2614.40,0
978130,1915.7996,N,9936.8613,W,0,2614.40,0
978156,1915.7996,N,9936.8613,W,0,2614.40,0
