8-4-2021 08:29:48.053 , 45253 , 4232.1538, N, 129.3999, E, 81198.25 , 1827.94 , 17.08
8-4-2021 08:29:48.053 , 46183 , 4232.1538, N, 129.3999, E, 81196.75 , 1829.56 , 17.34
8-4-2021 08:29:48.053 , 47181 , 4232.1538, N, 129.3999, E, 81182.25 , 1829.31 , 17.85
8-4-2021 08:29:48.053 , 48181 , 4232.1538, N, 129.3999, E, 81191.00 , 1829.13 , 18.37
8-4-2021 08:29:48.053 , 49184 , 4232.1538, N, 129.3999, E, 81191.50 , 1828.63 , 18.45
8-4-2021 08:29:48.053 , 50182 , 4232.1538, N, 129.3999, E, 81196.00 , 1829.25 , 18.37
8-4-2021 08:29:48.053 , 51187 , 4232.1538, N, 129.3999, E, 81195.50 , 1828.63 , 18.28
8-4-2021 08:29:48.053 , 52188 , 4232.1538, N, 129.3999, E, 81195.50 , 1828.56 , 18.20
8-4-2021 08:29:48.053 , 53190 , 4232.1538, N, 129.3999, E, 81195.50 , 1828.63 , 18.11
8-4-2021 08:29:48.053 , 54187 , 4232.1538, N, 129.3999, E, 81199.75 , 1828.25 , 18.02
8-4-2021 08:29:48.053 , 55190 , 4232.1538, N, 129.3999, E, 81198.75 , 1828.13 , 18.11
8-4-2021 08:29:48.053 , 56193 , 4232.1538, N, 129.3999, E, 81203.00 , 1828.00 , 18.11
8-4-2021 08:29:48.053 , 57190 , 4232.1538, N, 129.3999, E, 81201.75 , 1828.38 , 18.20
8-4-2021 08:29:48.053 , 58194 , 4232.1538, N, 129.3999, E, 81201.75 , 1828.31 , 18.37
8-4-2021 08:29:48.053 , 59194 , 4232.1538, N, 129.3999, E, 81203.50 , 1828.31 , 18.45
8-4-2021 08:29:48.053 , 60194 , 4232.1538, N, 129.3999, E, 81201.00 , 1828.13 , 18.63
8-4-2021 08:29:48.053 , 61196 , 4232.1538, N, 129.3999, E, 81200.75 , 1827.88 , 18.71
8-4-2021 08:29:48.053 , 62197 , 4232.1538, N, 129.3999, E, 81196.75 , 1828.31 , 18.80
8-4-2021 08:29:48.053 , 63200 , 4232.1538, N, 129.3999, E, 81198.00 , 1828.19 , 18.80
8-4-2021 08:29:48.053 , 64196 , 4232.1538, N, 129.3999, E, 81200.25 , 1827.38 , 18.71
8-4-2021 08:29:48.053 , 65200 , 4232.1538, N, 129.3999, E, 81216.00 , 1826.38 , 18.88
8-4-2021 08:29:48.053 , 66202 , 4232.1538, N, 129.3999, E, 81202.75 , 1828.13 , 19.14
8-4-2021 08:29:48.053 , 67202 , 4232.1538, N, 129.3999, E, 81199.00 , 1828.44 , 19.49
8-4-2021 08:29:48.053 , 68201 , 4232.1538, N, 129.3999, E, 81201.50 , 1828.00 , 19.83
8-4-2021 08:29:48.053 , 69204 , 4232.1538, N, 129.3999, E, 81200.25 , 1827.94 , 20.09
8-4-2021 08:29:48.053 , 70209 , 4232.1538, N, 129.3999, E, 81202.25 , 1828.19 , 20.35
8-4-2021 08:29:48.053 , 71206 , 4232.1538, N, 129.3999, E, 81200.00 , 1827.94 , 20.52
8-4-2021 08:29:48.053 , 72207 , 4232.1538, N, 129.3999, E, 81200.25 , 1828.25 , 20.78
8-4-2021 08:29:48.053 , 73205 , 4232.1538, N, 129.3999, E, 81201.25 , 1826.75 , 20.87
8-4-2021 08:29:48.053 , 74209 , 4232.1538, N, 129.3999, E, 81226.75 , 1825.25 , 21.04
8-4-2021 08:30:18.000 , 75210 , 4232.1552, N, 129.4022, E, 81231.00 , 1826.06 , 21.13
8-4-2021 08:30:19.000 , 76210 , 4232.1547, N, 129.4024, E, 81211.25 , 1827.13 , 21.21
8-4-2021 08:30:20.000 , 77210 , 4232.1542, N, 129.4030, E, 81212.75 , 1826.94 , 21.30
8-4-2021 08:30:21.000 , 78215 , 4232.1538, N, 129.4030, E, 81212.25 , 1826.69 , 21.38
8-4-2021 08:30:22.000 , 79214 , 4232.1542, N, 129.4023, E, 81212.00 , 1826.94 , 21.47
8-4-2021 08:30:23.000 , 80216 , 4232.1547, N, 129.4021, E, 81217.50 , 1826.56 , 21.56
8-4-2021 08:30:24.000 , 81217 , 4232.1547, N, 129.4020, E, 81216.50 , 1825.94 , 21.56
8-4-2021 08:30:25.000 , 82218 , 4232.1547, N, 129.4020, E, 81219.50 , 1826.56 , 21.38
8-4-2021 08:30:26.000 , 83218 , 4232.1547, N, 129.4024, E, 81215.25 , 1826.56 , 21.13
8-4-2021 08:30:28.000 , 84220 , 4232.1542, N, 129.4023, E, 81217.75 , 1826.38 , 20.87
8-4-2021 08:30:29.000 , 85218 , 4232.1542, N, 129.4022, E, 81220.00 , 1826.38 , 20.69
8-4-2021 08:30:30.000 , 86226 , 4232.1542, N, 129.4021, E, 81219.50 , 1827.19 , 20.52
8-4-2021 08:30:31.000 , 87223 , 4232.1542, N, 129.4018, E, 81209.25 , 1827.13 , 20.52
